series,location,keywords,numpages,articleno,booktitle,abstract,doi,url,address,publisher,isbn,year,title,author,ENTRYTYPE,ID,month,journal,issn,number,volume,issue_date,pages,note
ASSETS '24,"St. John's, NL, Canada","Assistive Technology, Blind Users, Data Visualization, Multimodal Interaction, Participitory Design, Smartphone, Sonification, Touchscreen Experience",15,55,Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility,"We introduce ChartA11y, an app developed to enable accessible 2-D visualizations on smartphones for blind users through a participatory and iterative design process involving 13 sessions with two blind partners. We also present a design journey for making accessible touch experiences that go beyond simple auditory feedback, incorporating multimodal interactions and multisensory data representations. Together, ChartA11y aimed at providing direct chart accessing and comprehensive chart understanding by applying a two-mode setting: a semantic navigation framework mode and a direct touch mapping mode. By re-designing traditional touch-to-audio interactions, ChartA11y also extends to accessible scatter plots, addressing the under-explored challenges posed by their non-linear data distribution. Our main contributions encompass the detailed participatory design process and the resulting system, ChartA11y, offering a novel approach for blind users to access visualizations on their smartphones.",10.1145/3663548.3675611,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3663548.3675611,"New York, NY, USA",Association for Computing Machinery,9798400706776,2024,ChartA11y: Designing Accessible Touch Experiences of Visualizations with Blind Smartphone Users,"Zhang, Zhuohao and Thompson, John R and Shah, Aditi and Agrawal, Manish and Sarikaya, Alper and Wobbrock, Jacob O. and Cutrell, Edward and Lee, Bongshin",inproceedings,10.1145/3663548.3675611,,,,,,,,
UIST '25,,"trigger-action programming, programming systems, code generation, LLMs, software architecture",17,33,Proceedings of the 38th Annual ACM Symposium on User Interface Software and Technology,"Trigger-action programming has been a success in end-user programming. Traditionally, the simplicity of links between triggers and actions limits the expressivity of such systems. LLM-based code generation promises to enable users to specify more complex behavior in natural language. However, users need appropriate ways to understand and control this added expressive power. We introduce Ply, a system that tackles this challenge through the following techniques: (1) a layer abstraction that enables decomposition into smaller building blocks; (2) generated visualizations at each layer boundary to enable interrogation of the behavior of generated code; and (3) generated customizable parameters, with associated configuration UIs, to allow users to tune each layer’s behavior. We offer a technical evaluation of Ply, demonstrating how custom programs can be authored and tested incrementally using this layered trigger-action technique. Additionally, we describe a first-use study with seven participants, demonstrating where and how Ply’s generative features can affect how users build programs.",10.1145/3746059.3747638,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3746059.3747638,"New York, NY, USA",Association for Computing Machinery,9798400720376,2025,Generative Trigger-Action Programming with Ply,"Aveni, Timothy J. and Mor, Hila and Fox, Armando and Hartmann, Bj\""{o}rn",inproceedings,10.1145/3746059.3747638,,,,,,,,
CIKM '25,"Seoul, Republic of Korea","adaptive fusion, attention mechanism, graph neural network, multimedia recommendation",10,,Proceedings of the 34th ACM International Conference on Information and Knowledge Management,"In the context of information explosion, multimodal recommender systems (MMRS) have demonstrated great potential in capturing users' complex preferences and enhancing recommendation performance by integrating multimodal data such as images and text. However, multimodal data inherently suffers from semantic inconsistency, which can introduce information conflicts or noise. Moreover, users' reliance on different modalities varies dynamically with context and time (multimodal dynamic preferences). These challenges may lead to truth deviation and deep semantic mismatch, ultimately degrading recommendation performance. To address these issues, we propose Dual-Path Multimodal Recommendation (DPRec), a novel model that improves precision and robustness of the recommendation through cross-modal information compensation and dynamic modal preference learning. Specifically, DPRec first employs a cross-modal attention mechanism to dynamically model inter-modal correlations, effectively exploring complementary and shared features for robust user and item representations. Second, it integrates feature projection, modality alignment, and dynamic weighting mechanisms to adaptively adjust modality importance based on user context, ensuring flexibility in handling preference dynamics. Lastly, a modality contrastive loss is utilized to maximize mutual information between modalities, mitigating semantic mismatch by enhancing deep collaborative representations. Extensive experiments on three public datasets show that DPRec consistently outperforms state-of-the-art (SOTA) methods, achieving average improvements of 3.94\% in Recall@20 and 3.84\% in NDCG@20. Our code is publicly available at: https://anonymous.4open.science/r/DPRec-4D15.",10.1145/3746252.3761184,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3746252.3761184,"New York, NY, USA",Association for Computing Machinery,9798400720406,2025,Compensating Information and Capturing Modal Preferences in Multimodal Recommendation: A Dual-Path Representation Learning Framework,"Yan, Cairong and Mao, Xubin and Wang, Zijian and Zhao, Xicheng and Meng, Linlin",inproceedings,10.1145/3746252.3761184,,,,,,,3730–3739,
CUI '25,,"conversational recommender system, large language model, dietary recommendation, health behavior",16,63,Proceedings of the 7th ACM Conference on Conversational User Interfaces,"In conversational recommender systems (CRS), the communication characteristics exhibited by the conversational agent (CA) can greatly shape user experience and their perceptions of the recommendation quality. Yet, prior work often adopts a one-size-fits-all approach, leaving the potential benefits of CA customizability—allowing users to tailor agent traits to their preferences—largely unexplored. We examine this gap in the context of dietary recommendations by introducing SmartEats, a CRS featuring a CA that can be customized by users. Through a between-subjects experiment (N = 214), we compared SmartEats to a non-customizable baseline, and followed up with participants after one week to understand whether and how the recommendations affect their food choices. We found that CA customizability directly improved participants’ immediate experience and indirectly enhanced their ability to later recall the recommendations. Reflecting on the findings, we discuss opportunities for CRS to enhance health and well-being by leveraging the customizability of emerging AI technologies.",10.1145/3719160.3736635,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3719160.3736635,"New York, NY, USA",Association for Computing Machinery,9798400715273,2025,SmartEats: Investigating the Effects of Customizable Conversational Agent in Dietary Recommendations,"Liang, Minhui and Wang, Jinping and Luo, Yuhan",inproceedings,10.1145/3719160.3736635,,,,,,,,
ICETM '24,,"AIGC, ChatGPT, Digital transformation, Higher education, Sora",6,,Proceedings of the 2024 7th International Conference on Educational Technology Management,"The emergence of ChatGPT and Sora is two sensational events in the history of artificial intelligence development, jointly demonstrating the powerful functions of generative and universal artificial intelligence based on large models. As a technology system that integrates multiple functions such as text, image, and video processing, AIGC (Artificial Intelligence Generated Content) not only brings technological breakthroughs to the education field due to its emergence of multiple platforms, terminals, and modalities, but also brings challenges and opportunities to the current teaching and research system. The endogenous value of AIGC is reflected in its nonlinearity, multiscale, self-organization, adaptability, difficulty in regulation, signal transmission, feedback loop, and historical dependence, which is of great benefit to the digital transformation of higher education today. Empowering teaching, AIGC has promoted the shift of teaching mode from the binary structure of ""teacher - student"" to the ternary structure of ""teacher - machine - student"", promoted the shift of teaching content from manual production to intelligent production, and catalyzed the evaluation mode of ""knowledge+literacy""; Empowering learning, AIGC has promoted the ubiquity of learning space, met the personalized needs of full coverage of the learning process, and formed a human-machine collaborative learning mode; Empowering education, AIGC has promoted the shift of educational philosophy towards high-level ability cultivation and comprehensive literacy cultivation, and innovated the education model of interdisciplinary integration.",10.1145/3711403.3711456,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3711403.3711456,"New York, NY, USA",Association for Computing Machinery,9798400717468,2025,From ChatGPT to SORA- AIGC Empowering the Digital Transformation in Higher Education,"Liu, Shuguang and Wu, Chengwei and Zhou, Yunyan and Wang, Hongsheng and Sun, Hao",inproceedings,10.1145/3711403.3711456,,,,,,,322–327,
,,,10,14,,"This report describes a one-day symposium held at RMIT University that celebrated two milestone anniversaries in Web search: the launch in 1993 of JumpStation, the first modern web search engine; and the 25th anniversary since Google was incorporated as a company in 1998. The report describes the keynote presentations from Microsoft Research leader, Susan Dumais and University of Washington professor, Chirag Shah as well as three panel sessions involving leading researchers across Australia in both academia and industry. The symposium explored the impact and future directions of the web search revolution.Date: 17 August 2023.Website: https://www.admscentre.org.au/event/web-search-revolution/.",10.1145/3642979.3642996,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3642979.3642996,"New York, NY, USA",Association for Computing Machinery,,2024,Report on The Web Search Revolution: Symposium,"Sanderson, Mark and Lobato, Ramon and Hegarty, Kieran and Given, Lisa M. and Shah, Chirag",article,10.1145/3642979.3642996,January,SIGIR Forum,0163-5840,2,57,December 2023,,
CHI '25,,"Generative User Interface, Malleable User Interface",20,686,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"Unlike static and rigid user interfaces, generative and malleable user interfaces offer the potential to respond to diverse users’ goals and tasks. However, current approaches primarily rely on generating code, making it difficult for end-users to iteratively tailor the generated interface to their evolving needs. We propose employing task-driven data models—representing the essential information entities, relationships, and data within information tasks—as the foundation for UI generation. We leverage AI to interpret users’ prompts and generate the data models that describe users’ intended tasks, and by mapping the data models with UI specifications, we can create generative user interfaces. End-users can easily modify and extend the interfaces via natural language and direct manipulation, with these interactions translated into changes in the underlying model. The technical evaluation of our approach and user evaluation of the developed system demonstrate the feasibility and effectiveness of the proposed generative and malleable UIs.",10.1145/3706598.3713285,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3713285,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,Generative and Malleable User Interfaces with Generative and Evolving Task-Driven Data Model,"Cao, Yining and Jiang, Peiling and Xia, Haijun",inproceedings,10.1145/3706598.3713285,,,,,,,,
UIST '25,,"Tabular data, visual data story, exploratory data analysis, large language models.",16,139,Proceedings of the 38th Annual ACM Symposium on User Interface Software and Technology,"Insights in tabular data capture valuable patterns that help analysts understand critical information. Organizing related insights into visual data stories is crucial for in-depth analysis. However, constructing such stories is challenging because of the complexity of the inherent relations between extracted insights. Users face difficulty sifting through a vast number of discrete insights to integrate specific ones into a unified narrative that meets their analytical goals. Existing methods either heavily rely on user expertise, making the process inefficient, or employ automated approaches that cannot fully capture their evolving goals. In this paper, we introduce InReAcTable, a framework that enhances visual data story construction by establishing both structural and semantic connections between data insights. Each user interaction triggers the Acting module, which utilizes an insight graph for structural filtering to narrow the search space, followed by the Reasoning module using the retrieval-augmented generation method based on large language models for semantic filtering, ultimately providing insight recommendations aligned with the user’s analytical intent. Based on the InReAcTable framework, we develop an interactive prototype system that guides users to construct visual data stories aligned with their analytical requirements. We conducted a case study and a user experiment to demonstrate the utility and effectiveness of the InReAcTable framework and the prototype system for interactively building visual data stories.",10.1145/3746059.3747719,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3746059.3747719,"New York, NY, USA",Association for Computing Machinery,9798400720376,2025,InReAcTable: LLM-powered Interactive Visual Data Story Construction from Tabular Data,"Aodeng, Gerile and Li, Guozheng and Feng, Yunshan and Chen, Qiyang and Zhang, Yu and Liu, Chi Harold",inproceedings,10.1145/3746059.3747719,,,,,,,,
CHI '25,,"augmented reality, face filters, trans technology, community-based participatory research, LGBTQ+, transgender",15,90,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"Transgender people often use face filters to try and see different possible futures: versions of what they might look like during or post transition, or how they might appear in an ideal future or alternate world. However, there are effectively no face filters made for trans people to feel good using. As a result, people often end up feeling bad or dysphoric instead of supported in their pursuit to envision the future. We asked 44 trans people about augmented reality and face filters, and to speculate on future technologies that would support their wellbeing and desires for transition. We found that trans-affirming face filters would be designed to support data privacy, agency, intersectionality, and consideration for expansive identity categories. Meeting these design goals would enable trans people to explore many different radically possible futures, facilitating expansive, transformative, self-perceptions that honor the multiplicity inherent in trans identity.",10.1145/3706598.3713991,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3713991,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,"""That Moment of Curiosity"": Augmented Reality Face Filters for Transgender Identity Exploration, Gender Affirmation, and Radical Possibility","Brewster, Kat and DeGuia, Aloe and Mayworm, Samuel and Khan, F. Ria and Monier, Mel and Starks, Denny L and Haimson, Oliver L.",inproceedings,10.1145/3706598.3713991,,,,,,,,
HRI '25,"Melbourne, Australia","assistive technology, children, collaboration, collaborative robots, creativity",10,,Proceedings of the 2025 ACM/IEEE International Conference on Human-Robot Interaction,"This research designs and applies inclusive child-robot interactions for collaborative creativity, where elementary school children and a social robot collaboratively create and publish picture stories. The robot offers creativity scaffolding during parts of the creative process of storytelling through social interactions such as feedback, question asking, divergent thinking, and positive reinforcement. The collaborative tasks and robot interactions are personalized for neurodivergent children's unique needs. Through a five-session user study with 32 children (ages 5--9) over 8 months, we investigate the impact of the social robot on children's exhibited creativity in storytelling over time, their creative interactions with the robot, and their perceptions of the robot as a creative collaborator. Our research revealed that inclusive design practices eliminated creative barriers for children with neurodevelopmental disorders. The robot's creativity scaffolding interactions positively influenced children's verbal creativity in storytelling, and had an influence on their storytelling creative process. After multiple sessions interacting with the robot, we observed the emergence of diverse creator styles among neurodivergent learners. We propose Inclusive Co-creative Child-robot Interaction (ICCRI) guidelines for fostering creativity in children, and accommodating diverse creator styles in complex, open-ended creative tasks.",,,,IEEE Press,,2025,Towards Inclusive Co-creative Child-robot Interaction: Can Social Robots Support Neurodivergent Children's Creativity?,"Ali, Safinah and Abodayeh, Ayat and Dhuliawala, Zahra and Breazeal, Cynthia and Park, Hae Won",inproceedings,10.5555/3721488.3721531,,,,,,,321–330,
,,"gaze tracking, information query, information retrieval, large language models, smart glasses",33,78,,"Modern information querying systems are progressively incorporating multimodal inputs like vision and audio. However, the integration of gaze --- a modality deeply linked to user intent and increasingly accessible via gaze-tracking wearables --- remains underexplored. This paper introduces a novel gaze-facilitated information querying paradigm, named G-VOILA, which synergizes users' gaze, visual field, and voice-based natural language queries to facilitate a more intuitive querying process. In a user-enactment study involving 21 participants in 3 daily scenarios (p = 21, scene = 3), we revealed the ambiguity in users' query language and a gaze-voice coordination pattern in users' natural query behaviors with G-VOILA. Based on the quantitative and qualitative findings, we developed a design framework for the G-VOILA paradigm, which effectively integrates the gaze data with the in-situ querying context. Then we implemented a G-VOILA proof-of-concept using cutting-edge deep learning techniques. A follow-up user study (p = 16, scene = 2) demonstrates its effectiveness by achieving both higher objective score and subjective score, compared to a baseline without gaze data. We further conducted interviews and provided insights for future gaze-facilitated information querying systems.",10.1145/3659623,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3659623,"New York, NY, USA",Association for Computing Machinery,,2024,G-VOILA: Gaze-Facilitated Information Querying in Daily Scenarios,"Wang, Zeyu and Shi, Yuanchun and Wang, Yuntao and Yao, Yuchen and Yan, Kun and Wang, Yuhan and Ji, Lei and Xu, Xuhai and Yu, Chun",article,10.1145/3659623,May,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,,2,8,June 2024,,
DIS '25,,"Conversational Agents, LLM, Anthropomorphism, Home Automation, Environmental Sustainability",21,,Proceedings of the 2025 ACM Designing Interactive Systems Conference,"The paper investigates the integration of Large Language Models (LLMs) into Conversational Agents (CAs) to encourage a shift in consumption patterns from a demand-driven to a supply-based paradigm. Specifically, the research examines the role of anthropomorphic design in delivering environmentally conscious messages by comparing two CA designs: a personified agent representing an appliance and a traditional, non-personified assistant. A lab study (N=26) assessed the impact of these designs on interaction, perceived self-efficacy, and engagement. Results indicate that LLM-based CAs significantly enhance users’ self-reported eco-friendly behaviors, with participants expressing greater confidence in managing energy consumption. While the anthropomorphic design did not notably affect self-efficacy, those interacting with the personified agent reported a stronger sense of connection with the system. These findings suggest that although anthropomorphic CAs may improve user engagement, both designs hold promise for fostering sustainable behaviors in home energy management.",10.1145/3715336.3735700,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3715336.3735700,"New York, NY, USA",Association for Computing Machinery,9798400714856,2025,Exploring Anthropomorphism in Conversational Agents for Environmental Sustainability,"Giudici, Mathyas and Scherini, Samuele and Chaussumier, Pascal and Ginocchio, Stefano and Garzotto, Franca",inproceedings,10.1145/3715336.3735700,,,,,,,1563–1583,
IMX '25,,"Artificial Intelligence, Digital Interpretation, Extended Reality, Industrial Heritage, Narrative Design",13,,Proceedings of the 2025 ACM International Conference on Interactive Media Experiences,"This paper presents a Research Through Design investigation exploring innovative approaches to industrial heritage interpretation through extended reality (XR) technologies and narrative design. Using the historic Finlayson Factory in Tampere, Finland as a case study, we developed ""Who Killed Helene Pumpulivaara?"" - an interactive heritage experience that combines crime mystery narrative with XR technology to address key challenges in digital heritage interpretation, particularly decontextualization and accessibility. Our methodology used emerging AI tools and accessible technologies to create a multi-platform experience implemented across web and VR environments. The research revealed several significant findings: first, the varying fidelity levels between AI-generated and authentic content created an unexpected advantage in distinguishing historical fact from creative interpretation; second, combining accessible technologies with AI-assisted content generation can democratize the creation of engaging digital heritage experiences; and third, spatial relationships and narrative progression can effectively counter decontextualization concerns in digital heritage. The implementation points toward spatial augmented reality as a promising direction for future heritage interpretation, suggesting possibilities for deeper integration with physical spaces through interactive projections. This research contributes to ongoing discussions about democratizing heritage interpretation and demonstrates how thoughtful integration of emerging technologies can enhance rather than diminish authentic heritage experiences, while making industrial history more engaging for contemporary audiences.",10.1145/3706370.3727863,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706370.3727863,"New York, NY, USA",Association for Computing Machinery,9798400713910,2025,Who Killed Helene Pumpulivaara?: Exploring Narrative Design and Extended Reality in Industrial Heritage Interpretation,"Shawash, Janset and Thibault, Mattia and Hamari, Juho",inproceedings,10.1145/3706370.3727863,,,,,,,17–29,
,,"3D mesh texturing, texture transfer, diffusion models",11,40,,"We present a novel approach for single-image mesh texturing, which employs a diffusion model with judicious conditioning to seamlessly transfer an object's texture from a single RGB image to a given 3D mesh object. We do not assume that the two objects belong to the same category, and even if they do, there can be significant discrepancies in their geometry and part proportions. Our method aims to rectify the discrepancies by conditioning a pre-trained Stable Diffusion generator with edges describing the mesh through ControlNet, and features extracted from the input image using IP-Adapter to generate textures that respect the underlying geometry of the mesh and the input texture without any optimization or training. We also introduce Image Inversion, a novel technique to quickly personalize the diffusion model for a single concept using a single image, for cases where the pre-trained IP-Adapter falls short in capturing all the details from the input image faithfully. Experimental results demonstrate the efficiency and effectiveness of our edge-aware single-image mesh texturing approach, coined EASI-Tex, in preserving the details of the input texture on diverse 3D objects, while respecting their geometry.Code: https://github.com/sairajk/easi-tex",10.1145/3658222,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3658222,"New York, NY, USA",Association for Computing Machinery,,2024,EASI-Tex: Edge-Aware Mesh Texturing from Single Image,"Perla, Sai Raj Kishore and Wang, Yizhi and Mahdavi-Amiri, Ali and Zhang, Hao",article,10.1145/3658222,July,ACM Trans. Graph.,0730-0301,4,43,July 2024,,
CHI '24,"Honolulu, HI, USA","Brainstorming, healthcare, human-centered AI, ideation",18,451,Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,"Advances in artificial intelligence (AI) have enabled unprecedented capabilities, yet innovation teams struggle when envisioning AI concepts. Data science teams think of innovations users do not want, while domain experts think of innovations that cannot be built. A lack of effective ideation seems to be a breakdown point. How might multidisciplinary teams identify buildable and desirable use cases? This paper presents a first hand account of ideating AI concepts to improve critical care medicine. As a team of data scientists, clinicians, and HCI researchers, we conducted a series of design workshops to explore more effective approaches to AI concept ideation and problem formulation. We detail our process, the challenges we encountered, and practices and artifacts that proved effective. We discuss the research implications for improved collaboration and stakeholder engagement, and discuss the role HCI might play in reducing the high failure rate experienced in AI innovation.",10.1145/3613904.3641896,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3613904.3641896,"New York, NY, USA",Association for Computing Machinery,9798400703300,2024,Sketching AI Concepts with Capabilities and Examples: AI Innovation in the Intensive Care Unit,"Yildirim, Nur and Zlotnikov, Susanna and Sayar, Deniz and Kahn, Jeremy M. and Bukowski, Leigh A and Amin, Sher Shah and Riman, Kathryn A. and Davis, Billie S. and Minturn, John S. and King, Andrew J. and Ricketts, Dan and Tang, Lu and Sivaraman, Venkatesh and Perer, Adam and Preum, Sarah M. and McCann, James and Zimmerman, John",inproceedings,10.1145/3613904.3641896,,,,,,,,
CHI '24,"Honolulu, HI, USA","generative model, personalized design, semantic typography",18,175,Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,"Semantic typographic logos harmoniously blend typeface and imagery to represent semantic concepts while maintaining legibility. Conventional methods using spatial composition and shape substitution are hindered by the conflicting requirement for achieving seamless spatial fusion between geometrically dissimilar typefaces and semantics. While recent advances made AI generation of semantic typography possible, the end-to-end approaches exclude designer involvement and disregard personalized design. This paper presents TypeDance, an AI-assisted tool incorporating design rationales with the generative model for personalized semantic typographic logo design. It leverages combinable design priors extracted from uploaded image exemplars and supports type-imagery mapping at various structural granularity, achieving diverse aesthetic designs with flexible control. Additionally, we instantiate a comprehensive design workflow in TypeDance, including ideation, selection, generation, evaluation, and iteration. A two-task user evaluation, including imitation and creation, confirmed the usability of TypeDance in design across different usage scenarios.",10.1145/3613904.3642185,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3613904.3642185,"New York, NY, USA",Association for Computing Machinery,9798400703300,2024,TypeDance: Creating Semantic Typographic Logos from Image through Personalized Generation,"Xiao, Shishi and Wang, Liangwei and Ma, Xiaojuan and Zeng, Wei",inproceedings,10.1145/3613904.3642185,,,,,,,,
CHI '24,"Honolulu, HI, USA","AI in Education, ChatGPT, Higher education, Large Language Models",21,271,Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,"A growing number of students in higher education are using ChatGPT for various educational purposes, ranging from seeking information to writing essays. Although many universities have officially banned the use of ChatGPT because of its potential harm and unintended consequences, it is still important to uncover how students leverage ChatGPT for learning, what challenges emerge, and how we can make better use of ChatGPT in higher education. Thus, we conducted focus group workshops and a series of participatory design sessions with thirty students who have actively interacted with ChatGPT for one semester in university and with other five stakeholders (e.g., professors, AI experts). Based on these, this paper identifies real opportunities and challenges of utilizing and designing ChatGPT for higher education.",10.1145/3613904.3642785,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3613904.3642785,"New York, NY, USA",Association for Computing Machinery,9798400703300,2024,"The Promise and Peril of ChatGPT in Higher Education: Opportunities, Challenges, and Design Implications","Park, Hyanghee and Ahn, Daehwan",inproceedings,10.1145/3613904.3642785,,,,,,,,
W4A '25,,"agency, visualization, accessibility, screen-reader users, blind",13,,Proceedings of the 22nd International Web for All Conference,"Screen-reader users are limited to the information that visualization creators choose for them to extract. Consequently, they cannot consume or produce information (e.g., for work) as they prefer. For example, the information in an alt-text, expected to meet the needs of all screen-reader users, may be either insufficient or excessive for some users. We present VoxEx, a system that enables users to customize the information they consume from online data visualizations. We conducted two formative studies that informed our design of VoxEx. To assess the utility of our system, we administered a field deployment of our system by integrating it with VoxLens (Sharif et al., 2022), subsequently conducting two case studies with screen-reader users and creators. We present the findings from these studies, reporting that our system improves users’ efficiency in information extraction and requires minimal effort from creators.",10.1145/3744257.3744262,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3744257.3744262,"New York, NY, USA",Association for Computing Machinery,9798400718823,2025,Increasing Agency of Screen-Reader Users in Consuming Information From Online Data Visualizations,"Sharif, Ather and Zhang, Andrew and Wobbrock, Jacob",inproceedings,10.1145/3744257.3744262,,,,,,,147–159,
,,"Children, Ethics, Scoping Review, Artificial intelligence, Machine Learning, Ethical Computing",37,10,,"The rapid rise of artificial intelligence (AI) within children’s lives presents urgent ethical challenges, particularly as many of these technologies are designed with limited attention to the specific needs and vulnerabilities of its youngest users. Despite AI’s growing presence, a clear understanding of how researchers are tackling these pertinent issues regarding children remains fragmented. As such, we present a scoping review that systematically maps 161 sources in the ethical landscape of AI in relation to children, categorised via predominant thematic interests. Results reveal a predominant focus on educational contexts, along with secondary focuses in healthcare and general societal issues. Furthermore, using the UNESCO ethical principles as a framework, we identify significant gaps within literature, particularly in the areas of transparency, accountability, and sustainability of AI. Through a systematic mapping of sources, this review reveals where progress has been made, but also where urgent attention is still necessitated.",10.1145/3745031,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3745031,"New York, NY, USA",Association for Computing Machinery,,2025,“Won’t somebody please (actually) think of the children?” AI Ethics for Children: A Scoping Review,"Collyer-Hoar, Gail and Rubegni, Elisa",article,10.1145/3745031,August,ACM J. Responsib. Comput.,,2,2,June 2025,,
ASSETS '25,,"Visual Assistance Technologies, Privacy, Obfuscation, Artificial Intelligence, AI-enabled Privacy Techniques, Accessible Verification, Transparency",20,18,Proceedings of the 27th International ACM SIGACCESS Conference on Computers and Accessibility,"Blind people use visual assistance technologies (VAT) to access visual information, yet VAT can expose blind people to privacy risks. Prior HCI research has studied and built AI-enabled obfuscation techniques to detect and remove private content. However, blind people cannot easily spot errors in obfuscation tools. Our paper explores how assessment descriptors, brief visual attributes of objects, may enable blind people to find errors. By conducting interviews and focus groups with blind participants, we found that certain assessment descriptors (color, dimensions, distance) are inadequate to support blind people. Instead, participants discussed assessment descriptors that better reflect their sensemaking process, such as describing multiple objects in a particular space. Expanding the scope of accessible verification beyond assessment descriptors, participants called for greater transparency on how AI-enabled privacy techniques are developed and emphasized the need to co-create training materials on using AI-enabled privacy techniques. Building from our findings and disability studies scholarship, our paper examines how sighted bias could produce assessment descriptors that neglect the needs of blind people and analyzes how participants’ preferred assessment descriptors contrast with existing standards of visual description. Lastly, we offer design directions to push for greater transparency in VAT and obfuscation tools.",10.1145/3663547.3746376,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3663547.3746376,"New York, NY, USA",Association for Computing Machinery,9798400706769,2025,“Trying to Piece It Together”: Exploring Accessible Error Detection in Emerging Privacy Techniques With Blind People,"Alharbi, Rahaf and Cheong, Angela D and Herskovitz, Jaylin and Brewer, Robin N. and Schoenebeck, Sarita",inproceedings,10.1145/3663547.3746376,,,,,,,,
CHI '25,,"ChatGPT, LLM, Deceptive Design, Dark Patterns, Design Inspiration",20,857,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"With the recent advancements in Large Language Models (LLMs), web developers increasingly apply their code-generation capabilities to website design. However, since these models are trained on existing designerly knowledge, they may inadvertently replicate bad or even illegal practices, especially deceptive designs (DD). This paper examines whether users can accidentally create DD for a fictitious webshop using GPT-4. We recruited 20 participants, asking them to use ChatGPT to generate functionalities (product overview or checkout) and then modify these using neutral prompts to meet a business goal (e.g., “increase the likelihood of us selling our product”). We found that all 20 generated websites contained at least one DD pattern (mean: 5, max: 9), with GPT-4 providing no warnings. When reflecting on the designs, only 4 participants expressed concerns, while most considered the outcomes satisfactory and not morally problematic, despite the potential ethical and legal implications for end-users and those adopting ChatGPT’s recommendations.",10.1145/3706598.3713083,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3713083,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,"""Create a Fear of Missing Out"" - ChatGPT Implements Unsolicited Deceptive Designs in Generated Websites Without Warning","Krau\ss{}, Veronika and McGill, Mark and Kosch, Thomas and Thiel, Yolanda Maira and Sch\""{o}n, Dominik and Gugenheimer, Jan",inproceedings,10.1145/3706598.3713083,,,,,,,,
UIST '25,,"AIGC, LVLMs, Progressive design, VR space authoring, Spatial design, Multimodal interface, Natural language input",22,55,Proceedings of the 38th Annual ACM Symposium on User Interface Software and Technology,"Mixed reality platforms allow users to create virtual environments, yet novice users struggle with both ideation and execution in spatial design. While existing AI models can automatically generate scenes based on user prompts, the lack of interactive control limits users’ ability to iteratively steer the output. In this paper, we present EchoLadder, a novel human-AI collaboration pipeline that leverages large vision-language model (LVLM) to support interactive scene modification in virtual reality. EchoLadder accepts users’ verbal instructions at varied levels of abstraction and spatial specificity, generates concrete design suggestions throughout a progressive design process. The suggestions can be automatically applied, regenerated and retracted by users’ toggle control. Our ablation study showed effectiveness of our pipeline components. Our user study found that, compared to baseline without showing suggestions, EchoLadder better supports user creativity in spatial design. It also contributes insights on users’ progressive design strategies under AI assistance, providing design implications for future systems.",10.1145/3746059.3747659,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3746059.3747659,"New York, NY, USA",Association for Computing Machinery,9798400720376,2025,EchoLadder: Progressive AI-Assisted Design of Immersive VR Scenes,"Hou, Zhuangze and Tian, Jingze and Li, Nianlong and Ren, Farong and Liu, Can",inproceedings,10.1145/3746059.3747659,,,,,,,,
